County,Property Name,Address,Address Description,City,Listed Date
Poweshiek,North Grinnell Historic District,,"Park to West Sts, 6th Ave to 11th Ave",Grinnell,10-Dec-08
Poweshiek,"Grinnell, Levi P., House",1002  Park St ,corner of 5th & Park,Grinnell,01-Oct-79
Poweshiek,"Chicago, Rock Island, and Pacific Railroad - Grinnell Passenger Station",  Park St ,Park St. & State St.,Grinnell,12-Dec-76
Poweshiek,Bowers and McDonald Office Building,816  Commercial St ,,Grinnell,20-Dec-90
Poweshiek,"Spencer, Charles H., House",611  6th Ave ,,Grinnell,25-Jan-80
Poweshiek,"Ricker, B. J.,  House",1510  Broad St ,,Grinnell,25-Dec-79
Poweshiek,Goodnow Hall,1118  Park  ,Grinnell College Campus,Grinnell,26-Apr-79
Poweshiek,Stewart Library,926  Broad St ,,Grinnell,21-Nov-76
Poweshiek,"Marsh, E. A. and Rebecca (Johnson), House",833  East St ,,Grinnell,15-Apr-99
Poweshiek,Grinnell Historic Commercial District,,"Main, Broad, Commercial & 5th",Grinnell,09-Apr-91
Poweshiek,Spaulding Manufacturing Company,500  4th Ave ,500-610 4th Ave and 827-829 Spring St,Grinnell,21-Dec-78
Poweshiek,Interior Telephone Company Building,815  5th Ave ,,Grinnell,20-Dec-90
Poweshiek,Mears Hall,1213  6th Ave ,Grinnell College Campus,Grinnell,02-Apr-79
Poweshiek,Merchant's National Bank,829  4th Ave ,,Grinnell,07-Jan-76
Poweshiek,Grinnell Herald Building,813  5th Ave ,,Grinnell,17-Jan-91
Poweshiek,"Raymond, P. P. , House",307  4th St ,N of Park,Malcom,24-Apr-85
Poweshiek,New Carroll House Hotel, E Main St ,E Main & 5th St,Montezuma,01-Oct-79
Poweshiek,Poweshiek County Courthouse, E Main St ,Town Square,Montezuma,02-Jul-81
Poweshiek,Montezuma Downtown Historic District,,"courthouse square - 3rd, 4th, Main and Liberty Sts",Montezuma,30-May-12
Poweshiek,McDowell Bridge,,"vacated county rd over N Skunk River, 8.9 mi SW of Montezuma",Montezuma,15-May-98
Ringgold,Beaconsfield Supply Store,1621  Main St ,,Beaconsfield,24-May-07
Ringgold,"Buck, W. J., Polygonal Barn",,3 mi SE of Diagonal,Diagonal,11-Jul-86
Ringgold,"Shay, Lee, House",,1.5 mi NE of Maloy,Maloy,06-Nov-86
Ringgold,Ringgold County Jail,201 E Monroe St ,,Mount Ayr,19-Jun-79
Ringgold,Ringgold County Courthouse,  Madison St ,,Mount Ayr,02-Jul-81
Ringgold,Middle Fork Methodist Episcopal Church,,4.5 mi SE of Redding,Redding,29-Nov-90
Sac,Lakeside Park Historic District,  3rd St ,3rd St.from Lake St. To Park St.,Lake View,23-Dec-91
Sac,"Black Hawk State Park, Wild Life Preserve Area (Area A)",  3rd St ,adjacent to Black Hawk Lake,Lake View,15-Nov-90
Sac,Chief Black Hawk Statue,  Crescent Park Dr ,,Lake View,26-May-00
Sac,"Black Hawk State Park, Black Hawk Preserve (Area B)",  3rd St ,adjacent to Black Hawk Lake,Lake View,15-Nov-90
Sac,"Black Hawk State Park, Denison Beach Area (Area C)",  3rd St ,adjacent to Black Hawk Lake,Lake View,17-Sep-90
Sac,Sac County Courthouse,  Main St ,On Main St. between E State St. And W State St.,Sac City,02-Jul-81
Sac,Seven Oaks,707  Audubon St ,,Sac City,07-Mar-96
Sac,Chicago and North Western Passenger Depot,3727  Perkins Ave ,aka Center St,Wall Lake,09-May-03
Scott,Bettendorf-Washington School,533  16th St ,,Bettendorf,12-Jul-84
Scott,Regina Coeli Monastery,1401  Central Ave ,,Bettendorf,28-Jan-94
Scott,"Bettendorf, Joseph W., House",1821  Sunset Dr ,Also has Guest House,Bettendorf,27-Jan-83
Scott,"Nebergall ""Knoll Crest"" Round Barn",,Approx. 2 mi E of Blue Grass,Blue Grass,30-Jun-86
Scott,Buffalo High School,326 E 4th St ,,Buffalo,22-Aug-05
Scott,St. Mary's Roman Catholic Church Complex,516  Fillmore St ,"516,519,522,525",Davenport,05-Apr-84
Scott,"Simpson, Charles S., House",1503  Farnam St ,,Davenport,07-Jul-83
Scott,"Hebert, Louis, House",914  Farnam St ,,Davenport,07-Jul-83
Scott,"Swan, George B., House",909  Farnam St ,,Davenport,07-Jul-83
Scott,"Sharon, Fred B., House",728  Farnam St ,,Davenport,07-Jul-83
Scott,Hiller Building,310  Gaines St ,310-314 Gaines St,Davenport,24-Jul-74
Scott,Westphal-Schmidt House,432 S Fairmount St ,,Davenport,27-Jul-84
Scott,"Cawley, James, House",1406  Esplanade Ave ,,Davenport,27-Jul-84
Scott,Iowa Soldiers' Orphan's Home,2800  Eastern Ave ,,Davenport,26-Apr-82
Scott,"Quickel, Jacob, House",1712  Davenport Ave ,,Davenport,27-Jul-84
Scott,"Von Ach, Frank J., House",1618  Davenport Ave ,,Davenport,27-Jul-84
Scott,"Shaw, E. A., House",1102  College Ave ,,Davenport,27-Jul-84
Scott,"Gannon, M. V., House",631  Farnam St ,,Davenport,07-Jul-83
Scott,Miller Building,724  Harrison St ,,Davenport,07-Jul-83
Scott,"First Church of Christ, Scientist",636  Kirkwood Blvd ,,Davenport,27-Jul-84
Scott,"Murray, Thomas, House",628  Kirkwood Blvd ,,Davenport,27-Jul-84
Scott,"Cameron, W. C., House",623  Kirkwood Blvd ,,Davenport,27-Jul-84
Scott,Ball-Waterman House,616  Kirkwood Blvd ,,Davenport,27-Jul-84
Scott,McBride-Hickey House,701  Iowa St ,,Davenport,07-Jul-83
Scott,"Newhall, Lucian, House",526  Iowa St ,,Davenport,07-Jul-83
Scott,"Beiderbecke, Leon Bismarck (Bix), House",1934  Grand Ave ,,Davenport,13-Jul-77
Scott,Koch Drug Store,1501  Harrison St ,,Davenport,27-Jul-84
Scott,Currier House,1421  Grand Ave ,,Davenport,07-Jul-83
Scott,"Goering, Jacob, House",721  Harrison St ,,Davenport,07-Jul-83
Scott,"Raphael, Jacob, Building",628  Harrison St ,628-630 Harrision St,Davenport,07-Jul-83
Scott,Union Electric Telephone and Telegraph,602  Harrison St ,,Davenport,07-Jul-83
Scott,"Schricker, John C., House",1446  Clay St ,,Davenport,07-Jul-83
Scott,Ficke Block,307  Harrison St ,307-309 Harrison St,Davenport,07-Jul-83
Scott,"Adams, Walker,  House",1009  College Ave ,,Davenport,27-Jul-84
Scott,"Woods, Oscar, House",1825  Grand Ave ,,Davenport,01-Nov-84
Scott,Union Station and Burlington Freight House,120 S Harrison St ,,Davenport,07-Jul-83
Scott,"Palmer, B. J., House",808  Brady St ,,Davenport,07-Jul-83
Scott,"Smith, James, House",1037 E 18th St ,,Davenport,27-Jul-84
Scott,Collins House,1234 E 29th St ,,Davenport,08-Oct-76
Scott,"Fisher, Lewis M., House",1003  Arlington Ct ,,Davenport,07-Jul-83
Scott,"Petersen, W. D., Memorial Music Pavilion",  Beiderbecke Dr ,Antoine Le Claire Park Stadium Drive,Davenport,07-Jul-83
Scott,Union Savings Bank and Trust,229  Brady St ,,Davenport,07-Jul-83
Scott,Renwick Building,324  Brady St ,,Davenport,07-Jul-83
Scott,"Forrest, John, Block Building",401  Brady St ,401-405 Brady St,Davenport,07-Jul-83
Scott,Democrat Building,407  Brady St ,407-411 Brady St,Davenport,07-Jul-83
Scott,Hibernia Hall,421  Brady St ,,Davenport,07-Jul-83
Scott,"Worley, Philip, House",425  Brady St ,,Davenport,07-Jul-83
Scott,Wupperman Block/I.O.O.F. Hall,508  Brady St ,508-512 Brady St,Davenport,07-Jul-83
Scott,Old City Hall,514  Brady St ,,Davenport,07-Jul-83
Scott,"Newcome, Daniel T., Double House",722  Brady St ,722-724 Brady St,Davenport,07-Jul-83
Scott,"Burdick, Anthony, House",833  College Ave ,,Davenport,27-Jul-84
Scott,"Schricker, John, House",5418  Chapel Hill Rd ,,Davenport,09-Apr-85
Scott,"Lindsay, James E., House",911  College Ave ,,Davenport,27-Jul-84
Scott,"Radcliff, William, House",904  College Ave ,,Davenport,11-Apr-80
Scott,Rowhouse,702  Kirkwood Blvd ,702-712 Kirkwood Blvd,Davenport,27-Jul-84
Scott,Clifton,1533  Clay St ,,Davenport,22-Feb-79
Scott,"Roberts, Edward C., House",918 E Locust St ,,Davenport,27-Jul-84
Scott,"Price, Hiram/Henry Vollmer House",723  Brady St ,,Davenport,07-Jul-83
Scott,"McHarg, Joseph S., House",5905  Chapel Hill Rd ,,Davenport,09-Apr-85
Scott,Argyle Flats,732  Brady St ,,Davenport,07-Jul-83
Scott,"Smith, William G., House",1002  Bridge Ave ,,Davenport,08-Apr-84
Scott,Outing Club,2109  Brady St ,,Davenport,15-Jul-77
Scott,"Miller, F. H., House",1527  Brady St ,,Davenport,07-Jul-83
Scott,Renwick House,1429  Brady St ,,Davenport,07-Jul-83
Scott,St. John Methodist Episcopal Church,109 E 14th St ,P.K.A. 1325-1329 Brady St,Davenport,07-Jul-83
Scott,"Copeland, George, House",929  College Ave ,,Davenport,27-Jul-84
Scott,"Ockershausen, Henry, House",1024  Charlotte St ,,Davenport,05-Apr-84
Scott,Wolters Filling Station,1229  Washington St ,,Davenport,27-Jul-84
Scott,Davenport Water Company Pumping Station No. 2,1416  Ripley St ,,Davenport,05-Apr-84
Scott,"Chicago, Milwaukee, St. Paul, and Pacific Freight House",102 S Ripley St ,aka 401 W River Dr,Davenport,14-Nov-85
Scott,"Davison, Abner, House",1234 E River Dr ,,Davenport,27-Jul-84
Scott,Shields Woolen Mill,1235 E River Dr ,,Davenport,07-Jul-83
Scott,House,2212 W River Dr ,,Davenport,01-Nov-84
Scott,Davenport Crematorium,3902  Rockingham Rd ,,Davenport,19-Jan-83
Scott,Linden Flats,219  Scott St ,219 - 223 Scott St,Davenport,28-Nov-83
Scott,Central Fire Station,331  Scott St ,,Davenport,22-Apr-82
Scott,"Middleton, George McLelland, House and Garage",1221  Scott St ,,Davenport,10-Nov-82
Scott,"Miller, Severin, House",2200  Telegraph Rd ,NW corner @ Pine St,Davenport,07-Jul-83
Scott,McManus House,2320  Telegraph Rd ,,Davenport,07-Jul-83
Scott,"Nichols, Oscar, House",1013  Tremont Ave ,,Davenport,07-Jul-83
Scott,"Gabbert, William, House",1210  Tremont Ave ,,Davenport,07-Jul-83
Scott,"Guy, Finley, Building",310 E Locust St ,,Davenport,27-Jul-84
Scott,Lincoln Elementary School,318 E 7th St ,,Davenport,24-Oct-02
Scott,Linograph Company Building,420 W River Dr ,,Davenport,23-Sep-09
Scott,"Schmidt, Louis C.and Amelia L., House",1138  Oneida Ave ,,Davenport,08-May-07
Scott,Blackhawk Hotel,309  Perry St ,aka 200-208 E 3rd St,Davenport,07-Jul-83
Scott,Sacred Heart Roman Catholic Cathedral Complex: Church,406 E 10th St ,,Davenport,05-Apr-84
Scott,Marycrest College Historic District, W 12th St ,portions of 1500 and 1600 blocks of W 12th St,Davenport,14-Apr-04
Scott,"Hoersch, John, House",716  Vine St ,,Davenport,01-Nov-84
Scott,Crescent Macaroni and Cracker Company Building,427  Iowa St ,,Davenport,18-Dec-03
Scott,Taylor School,1400  Warren St ,,Davenport,07-Jul-83
Scott,United States Post Office and Court House,131 E 4th St ,,Davenport,25-Mar-05
Scott,"Lueschen, John, House",1628  Washington St ,1628-1632 Washington,Davenport,27-Jul-84
Scott,Northwest Davenport Turner Society Hall,1602  Washington St ,,Davenport,10-Jul-79
Scott,Northwest Davenport Savings Bank,1529  Washington St ,,Davenport,27-Jul-84
Scott,Washington Flats,1415  Washington St ,1415-1431 Washington St,Davenport,27-Jul-84
Scott,Hillside,1  Prospect Ter ,overlooking Mississppi River across River Drive.,Davenport,04-Dec-82
Scott,Crescent Warehouse Historic District,,"portions E 4th St, E 5th St, Iowa St, and Pershing Ave",Davenport,18-Dec-03
Scott,Ambrose Hall,518 E Locust St ,,Davenport,11-Apr-77
Scott,"Best, Louis P. and Clara K.,Residence and Auto House",627  Ripley St ,,Davenport,18-Nov-83
Scott,"Grilk, Charles, House",2026  Main St ,,Davenport,27-Jul-84
Scott,St. Paul's English Lutheran Church,1402  Main St ,,Davenport,07-Jul-83
Scott,"Finch, Fred, House",719  Main St ,,Davenport,07-Jul-83
Scott,"Paulsen, Peter J., House",705  Main St ,,Davenport,07-Jul-83
Scott,Dillon Memorial, S Main St ,Between W. River Dr. and Beiderbecke Dr.,Davenport,07-Jul-83
Scott,Davenport Hotel,324  Main St ,,Davenport,07-Jul-83
Scott,House at 318 Marquette Street,318  Marquette St ,318-332 Marquette,Davenport,07-Jul-83
Scott,McKinley Elementary School,1716  Kenwood Ave ,,Davenport,24-Oct-02
Scott,Davenport Hose Station #3,326 E Locust St ,,Davenport,27-Jul-84
Scott,School Number 6,1420 W 16th St ,,Davenport,06-Oct-11
Scott,"Glaspell, Isaac, House",621  Le Claire St ,,Davenport,07-Jul-83
Scott,First Presbyterian Church,316 E Kirkwood Blvd ,,Davenport,07-Jul-83
Scott,"Nighswander, Benjamin, House",1011  Kirkwood Blvd ,,Davenport,27-Jul-84
Scott,American Telephone and Telegraph Company Building,529  Main St ,,Davenport,07-Jul-83
Scott,"Littig, John, House",6035  Northwest Blvd ,,Davenport,01-Nov-84
Scott,"Holbrook, William, House",804  Kirkwood Blvd ,,Davenport,27-Jul-84
Scott,Calvary Baptist Church/First Baptist Church,1401  Perry St ,,Davenport,07-Jul-83
Scott,"Templeton, I. Edward, House",1315  Perry St ,,Davenport,07-Jul-83
Scott,Roslyn Flats,739  Perry St ,,Davenport,07-Jul-83
Scott,"Kuhnen, Nicholas J., House",702  Perry St ,,Davenport,07-Jul-83
Scott,"Adler, E. P., House",2104  Main St ,,Davenport,07-Jul-83
Scott,House at 919 Onieda Street,919  Oneida St ,,Davenport,05-Apr-84
Scott,Scott County Jail,428  Ripley St ,,Davenport,07-Jul-83
Scott,"Dessaint, Marie Clare, House",4808  Northwest Blvd ,,Davenport,01-Nov-84
Scott,"Jansen, Theodore, House",922  Myrtle St ,,Davenport,07-Jul-83
Scott,"Wilkinson, Thomas C., House",117  McManus St ,,Davenport,27-Jul-84
Scott,"McCarthy, Patrick F., House",942  Marquette St ,,Davenport,27-Jul-84
Scott,"Klindt, George, House",902  Marquette St ,,Davenport,07-Jul-83
Scott,"Klindt, Henry, House",834  Marquette St ,,Davenport,27-Jul-84
Scott,Hose Station #1,117  Perry St ,,Davenport,07-Jul-83
Scott,"Koester, Nicholas, Building",1353 W 3rd St ,,Davenport,07-Jul-83
Scott,"Claussen, William, House",2215 W 2nd St ,,Davenport,07-Jul-83
Scott,Mississippi Hotel/RKO Orpheum Theatre,106 E 3rd St ,106-110 E 3rd St,Davenport,22-Oct-98
Scott,Schmidt Block,115 E 3rd St ,,Davenport,07-Jul-83
Scott,Donahue Building,114 W 3rd St ,,Davenport,07-Jul-83
Scott,American Commercial and Savings Bank,201 W 3rd St ,201-209 W 3rd St,Davenport,07-Jul-83
Scott,Building,202 W 3rd St ,,Davenport,05-Apr-84
Scott,Central Office Building,230 W 3rd St ,,Davenport,07-Jul-83
Scott,"Berg, Henry, Building",246 W 3rd St ,,Davenport,07-Jul-83
Scott,Kahl Building,326 W 3rd St ,,Davenport,07-Jul-83
Scott,Siemer House,632 W 3rd St ,,Davenport,18-Nov-83
Scott,Meisner Drug Store,1115 W 3rd St ,,Davenport,07-Jul-83
Scott,Building at 1119-1121 W 3rd St,1119 W 3rd St ,1119-1121 W 3rd St,Davenport,07-Jul-83
Scott,"Bryan, Alden, House",2236 W 3rd St ,,Davenport,07-Jul-83
Scott,Peters' Barber Shop,1352 W 3rd St ,,Davenport,05-Apr-84
Scott,House at 1646 W 2nd St,1646 W 2nd St ,,Davenport,07-Jul-83
Scott,Frick's Tavern,1402 W 3rd St ,1402-1404 W 3rd St,Davenport,09-Sep-74
Scott,"Henne, Robert, House",1445 W 3rd St ,,Davenport,07-Jul-83
Scott,"Carr, William V., House",1531 W 3rd St ,,Davenport,07-Jul-83
Scott,"Raible, F.J., House",1537 W 3rd St ,,Davenport,28-Nov-83
Scott,Brammer Grocery Store,1649 W 3rd St ,,Davenport,07-Jul-83
Scott,Zoeller Brothers-Independent Malting Company,1801 W 3rd St ,,Davenport,07-Jul-83
Scott,"Pahl, Henry, House",1946 W 3rd St ,,Davenport,07-Jul-83
Scott,"Hoffman, Samuel, Jr., House",2108 W 3rd St ,,Davenport,07-Jul-83
Scott,"Lippincott, John, House",2122 W 3rd St ,,Davenport,07-Jul-83
Scott,Ranzow-Sander House,2128 W 3rd St ,,Davenport,07-Jul-83
Scott,Schroeder Brothers Meat Market,2146 W 3rd St ,,Davenport,07-Jul-83
Scott,"Sitz, Rudolph, Building",2202 W 3rd St ,,Davenport,07-Jul-83
Scott,"Benton, Richard, House",2204 W 3rd St ,2204-2210 W 3rd St,Davenport,07-Jul-83
Scott,Hauschild's Hall,1136 W 3rd St ,,Davenport,07-Jul-83
Scott,St. Anthony's Catholic Church Complex,407  Main St ,Main @ 4th St.,Davenport,05-Apr-84
Scott,Hose Station No. 6,1410  Marquette St ,,Davenport,07-Jul-83
Scott,"Ballard, John W., House",205 W 16th St ,,Davenport,07-Jul-83
Scott,Hamburg Historic District,,NW of Davenport central business district,Davenport,18-Nov-83
Scott,Prospect Park Historic District,,"E River Dr, Mississippi Av., Prospect Terr,11th St, Adams St",Davenport,01-Nov-84
Scott,Riverview Terrace Historic District,,"Bounded by Riverview Terr, Marquette St, & Clay St",Davenport,01-Nov-84
Scott,Cork Hill Historic District,,"12th, Perry, Pershing, E 11th St",Davenport,16-May-84
Scott,College Square Historic District,,"Bordered by Brady, Main, Harrison, 11th and 15th Sts",Davenport,18-Nov-83
Scott,Oak Lane Historic District,  Oak Ln ,Between High and Locust Sts,Davenport,01-Nov-84
Scott,East 14th Street Historic District,,"E 14th St, Pershing to Arlington Ave",Davenport,18-Nov-83
Scott,Vander Veer Park,,"Bounded byTemple Ln, W Central Ave,Brady, High, Harrison",Davenport,09-Apr-85
Scott,West 3rd Street Historic District, W 3rd St ,Bounded by Ripley and Myrtle Sts,Davenport,18-Nov-83
Scott,Davenport Village,,"Bounded by Miss. Riv, Judson St, 13th St, & Jersey Ridge",Davenport,17-Mar-80
Scott,Columbia Avenue Historic District,,"bounded by  W Columbia Ave, Harrison, Ripley, & W Haynes Sts",Davenport,01-Nov-84
Scott,House at 2123 W 2nd St,2123 W 2nd St ,,Davenport,07-Jul-83
Scott,Hoffman Building,510 W 2nd St ,,Davenport,07-Jul-83
Scott,Putnam-Parker Block,,100-130 W 2nd St,Davenport,15-Sep-11
Scott,Cottage at 1514 and 1516 W Second Street,1514 W 2nd St ,"1514-1516 W 2nd St, AKA 1512 W 2nd St",Davenport,07-Jul-83
Scott,"Ewert, Ferdinand, House",1107 W 2nd St ,,Davenport,07-Jul-83
Scott,Building at 813-815 W. Second Street,813 W 2nd St ,813-815 W 2nd St,Davenport,07-Jul-83
Scott,Germania-Miller/Standard Hotel,712 W 2nd St ,,Davenport,07-Jul-83
Scott,Bridge Avenue Historic District,,Bridge Avenue from River Dr. to 9th St,Davenport,28-Nov-83
Scott,Iowa Reform Building,526 W 2nd St ,,Davenport,18-Nov-83
Scott,McClellan Heights Historic District,,Between E Davenport Village and Bettendorf,Davenport,01-Nov-84
Scott,Prien Building,506 W 2nd St ,506-508 W 2nd St,Davenport,07-Jul-83
Scott,First National Bank Building,201 W 2nd St ,,Davenport,07-Jul-83
Scott,"Petersen, J. H. C. and Sons Store",123 W 2nd St ,123-131 W 2nd St,Davenport,07-Jul-83
Scott,"Cook, Clarissa, Home for the Friendless",2223 W 1st St ,,Davenport,07-Jul-83
Scott,St. Katherine's Historic District,901  Tremont Ave ,,Davenport,05-Apr-84
Scott,"Tevoet, Lambert, House",2017 W 2nd St ,,Davenport,07-Jul-83
Scott,Koenig Building,619 W 2nd St ,,Davenport,07-Jul-83
Scott,Bethel African Methodist Episcopal Church,325 W 11th St ,,Davenport,07-Jul-83
Scott,"Kiene, Albert, House",1321 W 8th St ,,Davenport,01-Nov-84
Scott,St. Mary's Academy,1334 W 8th St ,,Davenport,24-Jul-84
Scott,"Edinger, Edward, House",1018 W 9th St ,,Davenport,18-Nov-83
Scott,"Kahl, Henry, House",1101 W 9th St ,,Davenport,07-Jul-83
Scott,"French, Alice, House",321 E 10th St ,,Davenport,07-Jul-83
Scott,"Mallet, Joseph, House",415 E 10th St ,,Davenport,07-Jul-83
Scott,"Motie, Joseph, House",421 E 10th St ,,Davenport,18-Nov-83
Scott,Sacred Heart Roman Catholic Cathedral Complex,,406 and 422 E 10th St and 419 E 11th St,Davenport,05-Apr-84
Scott,"Hall, Israel, House",1316 E 10th St ,,Davenport,27-Jul-84
Scott,"Eldridge, D. C., House",1333 E 10th St ,,Davenport,27-Jul-84
Scott,"Ebeling, Arthur, House",1106 W 15th St ,,Davenport,24-Jul-84
Scott,"Untiedt, Claus, House",1429 W 14th St ,,Davenport,01-Nov-84
Scott,"Goodrich, William T., House",1156 E 15th St ,,Davenport,07-Jul-83
Scott,St. Luke's Hospital,121 W 8th St ,,Davenport,07-Jul-83
Scott,Trinity Episcopal Cathedral,121 W 12th St ,,Davenport,24-Dec-74
Scott,"Plambeck, Joachim, House",1421 W 14th St ,,Davenport,01-Nov-84
Scott,"Pohlman, Elizabeth, House",1403 W 13th St ,,Davenport,27-Jul-84
Scott,"Peters, J.C., House",1339 W 13th St ,,Davenport,27-Jul-84
Scott,Washington Gardens,1301 W 13th St ,,Davenport,27-Jul-84
Scott,"Pohlman, Henry, House",1204 W 13th St ,,Davenport,27-Jul-84
Scott,Meadly House,1425 W 10th St ,,Davenport,27-Jul-84
Scott,"Petersen, Max, House",1607 W 12th St ,,Davenport,25-Dec-79
Scott,"Busch, Diedrich, House",2340 E 11th St ,,Davenport,27-Jul-84
Scott,Sainte Genevieve Dredge,  Le Claire Park  ,"On the river, Downstream of Main St Landing",Davenport,04-Aug-86
Scott,Dils-Downer House,1020 E 15th St ,,Davenport,07-Jul-83
Scott,"Martzahn, August F., House",2303 W 3rd St ,,Davenport,07-Jul-83
Scott,Pierce School #13,2212 E 12th St ,,Davenport,17-Mar-80
Scott,"Whitaker, Charles, House",1530 E 12th St ,,Davenport,14-Jan-85
Scott,"Eldridge, Theodore, House",1404 E 10th St ,,Davenport,27-Jul-84
Scott,"Struck, Dr. Kuno, House",1645 W 12th St ,,Davenport,27-Jul-84
Scott,Hose Station #7,1354 W 4th St ,,Davenport,07-Jul-83
Scott,Saengerfest Halle,1012 W 4th St ,,Davenport,07-Jul-83
Scott,"Barrows, Edward S., House",224 E 6th St ,,Davenport,21-Nov-76
Scott,"Stewart, J.W., House",212 E 6th St ,,Davenport,07-Jul-83
Scott,Kimball-Stevenson House,116 E 6th St ,,Davenport,07-Jul-83
Scott,"Schmidt, F. Jacob, House",2143 W 5th St ,2143-2147 W 5th St,Davenport,07-Jul-83
Scott,Davenport City Hall,226 W 4th St ,,Davenport,22-Apr-82
Scott,McKinney House,512 E 8th St ,,Davenport,07-Jul-83
Scott,Walsh Flats/Langworth Building,320 W 4th St ,320-330 W 4th St,Davenport,05-Apr-84
Scott,"Gaspard, D. Julius, House",510 W 10th St ,,Davenport,07-Jul-83
Scott,First Bible Missionary Church,2202 W 4th St ,,Davenport,07-Jul-83
Scott,"Lerch, Gustov C., House",2222 W 4th St ,,Davenport,07-Jul-83
Scott,City Market,120 W 5th St ,,Davenport,05-Apr-84
Scott,"Heinz, Bonaventura, House (second)",1128 W 5th St ,pka 1130 W 5th St,Davenport,07-Jul-83
Scott,Littig Brothers/Mengel and Klindt/Eagle Brewery,1235 W 5th St ,,Davenport,07-Jul-83
Scott,"Fennern, Henry P., House",1457 W 4th St ,,Davenport,05-Apr-84
Scott,"Paustian, Henry, House",1226 W 6th St ,,Davenport,07-Jul-83
Scott,Werthmann Grocery,1402 W 7th St ,,Davenport,27-Jul-84
Scott,"Picklum, Frank, House",1340 W 7th St ,,Davenport,27-Jul-84
Scott,"Schebler, Richard, House",1217 W 7th St ,,Davenport,07-Jul-83
Scott,"LeClaire, Antoine, House",630 E 7th St ,,Davenport,22-Mar-74
Scott,Potter-Williams House,427 E 7th St ,,Davenport,05-Apr-84
Scott,Buchanan School,2104 W 6th St ,,Davenport,07-Jul-83
Scott,"Boyle, John R., House",408 E 6th St ,,Davenport,07-Jul-83
Scott,Walter-Gimbel House,1232 W 6th St ,,Davenport,07-Jul-83
Scott,St. Joseph's Catholic Church, W 6th St ,Corner of W 6th and Marquette St,Davenport,07-Jul-83
Scott,"Smith, Alvord I., House",2318 W 3rd St ,,Davenport,07-Jul-83
Scott,Swedish Baptist Church,700 E 6th St ,,Davenport,07-Jul-83
Scott,"Smith, Henry H./J. H. Murphy House",512 E 6th St ,,Davenport,07-Jul-83
Scott,Warner Apartment Building,414 E 6th St ,414-416 E 6th St,Davenport,07-Jul-83
Scott,"Ebeling, Henry, House",1623 W 6th St ,,Davenport,27-Jul-84
Scott,Eldridge Turn-Halle,102 W Le Claire St ,,Eldridge,05-Feb-87
Scott,Cody Road Historic District,  Cody Rd ,AKA US 67,Le Claire,07-May-79
Scott,"Tromley, George, Jr., House",127  Jones St ,,Le Claire,13-Apr-79
Scott,Horton-Suiter House,102 N 2nd St ,,Le Claire,13-Apr-79
Scott,"Gamble, James, House",527  Wisconsin Ave ,,Le Claire,30-Mar-79
Scott,"Suiter, William, House",227  Wisconsin Ave ,,Le Claire,13-Apr-79
Scott,Dawley House,127 S 2nd St ,,Le Claire,13-Apr-79
Scott,Lock and Dam No. 14 Historic District,25549  182nd St ,Approx. .5 mi W of LeClaire,Le Claire,10-Mar-04
Scott,Lone Star,  Jones St ,Riverbank at foot of Jones St,Le Claire,20-Dec-89
Scott,Kattenbracher House,1125 N 2nd St ,,Le Claire,13-Apr-79
Scott,"Suiter, John H., House",1220 N 2nd St ,,Le Claire,13-Apr-79
Scott,"Smith, John, House",426  Dodge St ,,Le Claire,13-Apr-79
Scott,"Suiter, Jacob, House",214 S 2nd St ,,Le Claire,13-Apr-79
Scott,McCaffrey House,208 N Cody Rd ,,Le Claire,13-Apr-79
Scott,"Van Sant, Samuel, House",322 N Cody Rd ,(AKA US 67),Le Claire,13-Apr-79
Scott,Old Mill House,419 N Cody Rd ,(AKA US 67),Le Claire,13-Apr-79
Scott,Rambo House,430 N Cody Rd ,(AKA US 67),Le Claire,07-May-79
Scott,"Tromley, George, Sr., House",806 N Cody Rd ,(aka US 67),Le Claire,13-Apr-79
Scott,Stone House,817 N 2nd St ,,Le Claire,07-Jul-83
Scott,"Brownlie, Alexander, House",206  Pine St ,,Long Grove,22-Dec-76
Scott,Cody Homestead,,Approx. 1.5 mi SW of McCausland,McCausland,24-Jan-74
Scott,"Spencer, Roswell, House",,,Panorama Park,22-Apr-82
Scott,Stone School,,Approx. 2 mi NW of LeClaire,Princeton,27-Dec-77
Scott,Community Building,428 S River Dr ,,Princeton,25-Apr-08
Scott,East Hill House and Carriage House,5004  State St ,,Riverdale,22-Nov-99
Scott,"Brown, James, House",424  State St ,,Riverdale,05-Mar-82
Shelby,"Rewerts, George, House",306  8th St ,,Defiance,03-Oct-91
Shelby,"Christiansen, Jens Otto, House",2105  College Ave ,,Elk Horn,16-Jan-97
Shelby,"Larsen, Chris, House",4215  Main St ,,Elk Horn,03-Oct-91
Shelby,Harlan Courthouse Square Commercial District,,"Market, 6th, 7th, & Court Sts",Harlan,23-Sep-94
Shelby,Floral Hall,314  4th St ,,Harlan,11-Apr-85
Shelby,Shelby County Courthouse,  7th St ,@ Court St,Harlan,14-Nov-78
Shelby,St. Paul's Episcopal Church,712  Farnham St ,,Harlan,01-Sep-78
Shelby,Irwin Consolidated School,  North St ,,Irwin,24-Oct-02
Shelby,"Poldberg, Chris, Farmstead",,2 mi SE of Jacksonville,Jacksonville,03-Oct-91
